×Ü¹²ÕÒ²»µ½Æ¥ÅäµÄ patch ÊýÁ¿: 567

Í¼Æ¬ ID: 1026760006, Interaction ±ê×¢: {'id': 10, 'image_id': 1026760006, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'loi52d`0k0XO7I6K4L3M4L3M4L3N2M3N2O1M3N2O1N2N1O2N1O2N101N100O2O0O101N100O2O000O10001O000O1000000000000O10O2O00000O1000000O101O0O100O2O0O101N100O2O0O2O0O2N2O0O2M3N2N2N3N1M3N3M2N2M3L5K5K5L3K6K7EVh_8'}, 'bbox': [352, 335, 92, 99], 'area': 9108, 'iscrowd': 1}
Í¼Æ¬ ID: 1178780016, Interaction ±ê×¢: {'id': 530, 'image_id': 1178780016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Xf^44Y`01P@1n?2n_O1P`0>O2N1O1O2N100O1O2N1O1_OUOPAl0m>[On@f0Q?c0N101O01O02N1O1O2O0O1O100O0100000O010O001O01O001O1O2N1O10O1JWNYAi1g>XNXAh1g>70000O1O100O1O1N2^OhM_BY2a=gM^BZ2Q>10000O0100O1O100O1O001O001OO10O2L4H7010O1O2O0O1000000O1000000000M3L4O1O[OZNWBd1j=\\NVBc1k=]NUBc1k=]NUBc1k=]NUBc1k=]NUBb1l=^NTB[1\\OhNa>MSB[1S>eNmA[1j>0O100O0100N2L4O2N1O2O2N1N100M3M301N100000001J501N1O1O2O0O7ImnT9'}, 'bbox': [270, 208, 134, 121], 'area': 16214, 'iscrowd': 1}
Í¼Æ¬ ID: 1245640007, Interaction ±ê×¢: {'id': 672, 'image_id': 1245640007, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': '_]b7:_`04O1N2N10000O100000000001O0O2O1N2N4Mlim7'}, 'bbox': [459, 373, 19, 19], 'area': 361, 'iscrowd': 1}
Í¼Æ¬ ID: 1245640010, Interaction ±ê×¢: {'id': 679, 'image_id': 1245640010, 'category_id': 12, 'segmentation': {'size': [540, 960], 'counts': 'kUX61j`02O1N10000000001O00000000000000O11O00000000O100O11O00000000000000000000000000001O00000000000O100000000001O00000000000000000000000000O10O1001O00000000000000000000O100000000000000000010OO1001O000000000000001O0000000000000001O00O10000000000O2NZXb7'}, 'bbox': [379, 324, 121, 8], 'area': 968, 'iscrowd': 1}
Í¼Æ¬ ID: 1245640022, Interaction ±ê×¢: {'id': 753, 'image_id': 1245640022, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': '\\cS79``05M2N101O0O101O0000000000000000000000O10001N101N2N6IP]X8'}, 'bbox': [431, 322, 27, 20], 'area': 540, 'iscrowd': 1}
Í¼Æ¬ ID: 1245640027, Interaction ±ê×¢: {'id': 767, 'image_id': 1245640027, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'mnZ76b`05M3O1N1000000O10000000O2O000O101N2O1O5JgVT8'}, 'bbox': [445, 297, 21, 17], 'area': 357, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270001, Interaction ±ê×¢: {'id': 857, 'image_id': 1248270001, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'T\\[92k`0OP1`0WN;F:F:N2M3L3J7J5I7N2M3N2N1O3M3N1N2N2O1N2N101N2N101O0O2O0O2O0O2O1O1O001N101O1O001O0O2O00001O00001O00001O0000001O00000001O01O000001O000000001O000000001O001O0000001O001O001O0O2O001O001N2O0O2O0O2O0O2O1N2O1N1O2N2N2N1N3N2N2M3M3M3M4K4L4M3K6M2N2J6L5L4DY@ZOP`0a0;J7Jcj5KbUJ0`_OOU`01k_OOU`01k_OOU`01k_OOU`01k_OOV`01i_OOW`02g_OOY`0:0001O01N3NQTn3'}, 'bbox': [567, 356, 153, 123], 'area': 18819, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270002, Interaction ±ê×¢: {'id': 859, 'image_id': 1248270002, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': '^Z[62i`01O2F9N3M2M3M3N2UOAVAb0g>k0N2N2N2O1O1O1000000000000O100O1O2N1O1I7O2M2NeMmAR2Q>nMPBS2n=>O2N2L3O2O_MYBm1g=QN[BP2d=oM]BQ2Z=cMfB<OT2X=UNiBl1U=TNkBm1U=SNgBR2Y=h001O0001O1fLjBm2V=PMmBo2`=01OO100O1O00100O1O100O01O00100O00100O0100O100O1KkLcBU3j<jLfCZ3P=N00ROiLWDW3f;lLZDT3f;lLZDT3f;lLZDT3g;kLYDU3g<00O01001O1O1O011N10O100O00010O000001O0000000O10^OoLZCo2f<TMXCl2h<TMYCj2i<UMWCk2i<VMWCh2j<YMUCf2o<ZMoBd2S=\\MlBd2T=\\MmBb2U=]MlBa2V=]MkBb2W=\\MjBd2g=O2N2N2O2M2O2M3N2M3N2M2O1O1O0O101O001O1O1O2Nm0SO2N4K3N1O3M2N2N2NoWn6'}, 'bbox': [385, 178, 153, 145], 'area': 22185, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270003, Interaction ±ê×¢: {'id': 860, 'image_id': 1248270003, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'cXe5:^`0<E9G6J5L3M4L3M3M4M2N3M2N2N3M2N2N2N2N2N2N2N101N2N1O2O001N101N100O2O1N101N101N1O2O0O100O1O1N3N1N2M3N2N2M3L4K5^NkK[FX4`9oK_EM;T4U:cLkE]3T:dLmE[3R:fLnEZ3Q:gLPFX3P:iLPFV3P:kLPFT3o9nLQFQ3o9PMQFo2o9QMRFn2n9RMSFm2m9SMTFl2k9UMUFj2l9VMUFi2k9WMVFh2j9YMVFe2k9\\MUFc2k9]MVFb2k9]MVFYOYO_2a:XNYFTO\\O`2[:]NZFoN@`2W:aN[FlNC_2R:fN[GW1e8iNfGl0[8ROgGl0Z8SOhGl0X8TOiGk0X8TOmGf0U8YOmGe0S8ZOQHb0Q8RO\\Hl0e7mNaHR1a7jNcHU1^7hNfHU1a;01N1O3N1N1O1O1O2O0O1O2N100O1O100O1N2O1O1O1N2O1N2NfLCYF;h9LRF3\\=N2N1O3MTUU8'}, 'bbox': [343, 266, 121, 195], 'area': 23595, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270004, Interaction ±ê×¢: {'id': 865, 'image_id': 1248270004, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'X^^6?Z`0>Bg0[Oj0UO<D?B3L3M3M2O1O1000000O10000001O0gLnBg2S=VMVCd2j<XM^Cc2d<YMeC_2c=H>@b0\\O<B>Al^l8'}, 'bbox': [391, 239, 29, 119], 'area': 3451, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270004, Interaction ±ê×¢: {'id': 866, 'image_id': 1248270004, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'ZQj6:``06J6J4L5J6L6J5L3M4K4M7I2N3M4K4M3N2M2N3O2M3N1N3N1O110NO1O2M3M5L2L4M3M3M4L4K5L3M4K4L5L2L5J8^OllW8'}, 'bbox': [413, 239, 46, 118], 'area': 5428, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270004, Interaction ±ê×¢: {'id': 870, 'image_id': 1248270004, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'kgo7170M1c?U1J4O100O100001O00O10000000000000000000000000mNQA9o>DVA:j>DZA:f>E]A9c>E`A:b?O2N001O1O1O1O00001O00001O000000000000O10000O100O1O1O1O1O1nNH_A9`>K[A7e>KXA6h>LTA6k>n0001O0000001O1O3M6J6J6J4L4L4L3M4L_[a6'}, 'bbox': [484, 494, 78, 46], 'area': 3588, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270004, Interaction ±ê×¢: {'id': 871, 'image_id': 1248270004, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'R_m85f=NWE6f:H\\E7e:IZE8f:IXDO^N448S=9hB\\O35H5O00:X=l2K9K000000000000001N1001O00O100000000000000000000000000000001O0000000000001O000000000000001O0000001O00O100O2N1F:H8H9L3D<E<L3H9@`0A`0ES@@T]g5'}, 'bbox': [541, 73, 72, 129], 'area': 9288, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270005, Interaction ±ê×¢: {'id': 875, 'image_id': 1248270005, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'X]T5:Z`0;E<G9I7J4L5K5K5K3M4K5M2N2M3M3N2M3M3N2N2N2N2N2N3L3N2N2N2N3N1N1O2M3N2N1O2O1N1O2O0010O101N2O1N2OO0100O2O000O100O00100O10O0100O10O02N3N3L2O5J2O0O1O2N100O001O1O00001O001O00010O001O00001O01O00000000000000001O00000000000000001O000O100O10O0100O100O1O100O10O01O100O1O0O2O1O1O1N101O1O1000000YOZLXDe3f;`LYD_3e;fLXDZ3f;kLWDT3h;QMTDP3j;TMSDm2l;R1N1O2O0F;H8N20O10000O2O0O10001N101N100O1lMbDjN_;R1eDlN\\;P1iDoNW;n0lDQOU;m0mDSOT;k0nDSOS;k0oDUOQ;i0REUOo:i0TEUOn:h0UEWOk:f0XEYOi:f0YEXOi:e0ZEZOf:d0\\E[Of:b0]E\\Od:c0^E\\Oc:b0^E]Od:a0^E^Ob:a0`E]Ob:b0^E^Oc:`0_E^Ob:a0`E^Oa:a0_E^Ob:b0_E]Ob:b0_E\\Ob:d0_EZOc:e0]EZOe:f0[EYOe:g0[EXOg:h0YEVOh:j0YETOi:k0XETOi:k0WETOj:m0VEPOm:o0SEPOo:o0REnNP;R1QElNQ;T1oDjNS;V1lDhNW;X1jDeNX;Z1V2O1O1O10001O0O100O2N100O2O001N3M2N2N3M2N101N3L5Kloj6'}, 'bbox': [311, 323, 233, 185], 'area': 43105, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270007, Interaction ±ê×¢: {'id': 877, 'image_id': 1248270007, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': '^_j81i`03N1001O1O10mmb0OPR]O5M2M4L4M2M3N2N3M3M2N2M3N2N2N2O1N2N1O1O101N1O101O1N3N1N3N1N3N1N3N2N2M4M5J4M2N2N2M4M1O2N2M3N2N1O2N2M3N1O2N1O2N001O001O0O1001O00000000000000001O0000000O2O00001O0O10001N101O001N101O0O2O1N101N2O0O2N2O0O2N2N2O1N1O2N2O1N2N2N3M1O3L3N3M3M2N3MdA[Nf=`1[BbNf=[1[BfNf=V1\\BkNg=n0[BTOg=g0[BZOj=<ZBEg=7[BJh=M]B5U?2M3M3NO010O1O10O01O001O10O01O000010O000001O010O010O3N3L2NnMDhC8X<IiC4X<L\\20001OdVd3'}, 'bbox': [535, 275, 204, 147], 'area': 29988, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270007, Interaction ±ê×¢: {'id': 878, 'image_id': 1248270007, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'Q?<``00O2N1O2O00O10O010O10O10O10O10O10O100O010O1O0010O01O1O10O01O1O1O0O2O0010OO200O1O1O1O1O^P:0boE1000000O100O01000O1000000O10000O1O10000O10000O10O1000O100O1000La_OK_`05a_OK^`06a_OK_`09000000O1O10O00100O100Ha_O3^`0Nb_O2^`0Nb_O2^`06O1O01000O010000O0100000O01O10000O1000000O10O10O100O0100000O10000O1000O0100O1000000O1000001N1O101O0O10001O000O100010O0001O0101N010O000000001O1O1O001O002N3M3M1OKDj_O<V`0Dj_O<Z`00O3OJh_OHY`07ZBHT;=eDE[;;dDF\\;:bDH_;KWB8Y2Nc;3]DMc;3]DMc;KUB2W2OhMOl=1SB2X24e;1YD3e;MZD4f;LZD4g;KYD5j;HVD6l;JTD6l;JRD8n;GRDNSN1l=0QDOUNOj=2PD0WNMj=2oC0XNNj=1gV2OkkM3>Mc_O030X>1^A7BHa00^>3QAN0?NF=Kd>2QAc0N@=Ke>0WA>?Ah>=l0N2000000O2LRZm;'}, 'bbox': [0, 425, 236, 115], 'area': 27140, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270008, Interaction ±ê×¢: {'id': 880, 'image_id': 1248270008, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'UZd4;a`08G5K4M5K3L4M4L4K5L5K3L5L4L3L6K4K4M3L4M4K4M4L4K5L3L5L4K4M2M101N2O1O1N101N101N100O2O000O100O10000O2N100O2O1O1O0010O4M4K5K4L5K5K7I6J6J6J6J7H7J6I6K7H8I5J6J7J5J7I8G<C_bj9'}, 'bbox': [281, 114, 82, 157], 'area': 12874, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270008, Interaction ±ê×¢: {'id': 882, 'image_id': 1248270008, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': ']dU;6c`05K3M4K5L3N3L3M4K4J7K4M4J5N2M4L3M3K6K4M3N2L4M3M4K4K5M3M3M3N200000000000O10000O10000O10000O10000O100O10000O1O1O1O1O1O1000000000000O1000000O1000000O100O1O100O1O1O100O100O1O100O100O100O1O100O1O1O1O1O1N2O1N2N2O1N2O1O1N2N2N2N2N2N2O1N2N2N2N2N2M3N2N2M3N2M3M3N2M3N2M3M3N2N2M3M5Lho\\2'}, 'bbox': [678, 0, 136, 118], 'area': 16048, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270008, Interaction ±ê×¢: {'id': 883, 'image_id': 1248270008, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'U^g95_`09G9K4L4K5J7J5J6J6M4J5O1N3N1bAhMX>Y2fAiM3On=g2O1O3M001O010O0000001O01N1N2K5O2K4O101O1N101O0000001O010O01O010O000010O01O001O0oAdMb=]2\\BdMe=\\2XBgMg=h2O01O01O00O10010O00000O100M4M2N200O100O101O001OmAaMi=_2WBbMh=^2XBbMh=^2;0000000001O00001O1O1000O1O00O100OSBfM[=Y2eBgM[=Y2eBgM\\=X2dBhM\\=X2eBgM[=Y2eBgM[=Z2cBgM]=Z2bBgM^=Y2aBgM_=Y2aBgM_=Y2aBgM`=Y2_BhM`=W2bBhM^=X2bBhM^=X2cBgM]=Y2cBgM]=Y2c0O101O0001O1O10O001O00000000001O010O0001N110O01O001O00O0101O1O1O002N1O6J2UNZA\\1U?ZOe@Fk?CoP`3'}, 'bbox': [590, 253, 157, 119], 'area': 18683, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270010, Interaction ±ê×¢: {'id': 885, 'image_id': 1248270010, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': ']WU44b`0O`_O;^`0Df_O0o]d06ZR\\O>C5L3MLY@YOf?`1\\Ob0_Oh0WO5J7L3L4L3M4M3L4L3N3L4M2M3N3M2N3L3O1M3N3L3N2M3N2N2N2N2N2N1O2N3N1N1O2N2N1O2N2N4L2O0O1O101N2N2N2O1N101N2O1N1O2O000O1O2O0O1O2O0O2O1N2O001N10001N10000O2O0O2O000O10001N101O2N1N3N2N001O1N2O001O1O0000001N1000001O00001O0000001O0000000O100000000001O0000000000000000001O0O1000000O10000O10001O000O10001N100O2O000O101N101N1O2N1O2O0N2O1N2O2N1O2N1O101O001N101N2N2O0O101N1O2O0O2N2O0O2N101N2O1N2N1O2O1N2N2N2N2N2O0O2N1O2O1N3L3O1N1O2N2N2N2N3L3O1N2M3N3M3L4M2N2M4M2M4M2N3KdDYLk9b3VF`Ll9]3VFbLk9[3n1K5L4L4J6K7I5KhCgMW:P2nEQNU:e1h2F;Dh0ROi\\?Nec@1hg[6'}, 'bbox': [252, 133, 321, 261], 'area': 83781, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270011, Interaction ±ê×¢: {'id': 888, 'image_id': 1248270011, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'Yma5S3f=4O1N100000000000000000001O000000000000000000000001O00000000000000000000000000000000000000000001O0001O00001O1O1O1O2N1N2N2N2M3G;eNfAmNj`V9'}, 'bbox': [337, 201, 65, 107], 'area': 6955, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270011, Interaction ±ê×¢: {'id': 889, 'image_id': 1248270011, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': '\\oY72h`03N1O2M2O1O1N2O2N?j_OXO[?k1eAZNS<\\3J5L3M3N1O1O001O00001N1000000001O001O1OO010OO2O1O0101O2M2O1O001O000001O01O0001O00001O000O100O0O2N2N2M3M3M3L4M3M3M3M3L5L5J:^O]iY7'}, 'bbox': [443, 356, 73, 139], 'area': 10147, 'iscrowd': 1}
Í¼Æ¬ ID: 1248270013, Interaction ±ê×¢: {'id': 893, 'image_id': 1248270013, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'jiS5e0S`09D:I9H6I9H6J5L5K5K4M2M5J5K5L4L4M3L4M3L3M3M3N2N2M3N3M2M3M4L3N1O2N2O1N2O1O001N1O2L4L4L4L4\\EYJi94hEd5?YJg9P6WFQJi9o5WFRJh9o5WFRJg9n5[FPJd9R6\\FmIc9U6a01OhJ_EW4`:jKaEU4_:kKaEU4=lJ`9W6aFjI]9W6bFkI]9U6[FSJe9m5YFVJe9l5XFVJg9`600O2OO0\\OfFhIZ9W6iFgIW9Y6iFgIV9Z6iFhIU9Y6kFgIU9Y6kFhIS9X6nFhIR9X6nFhIQ9Y6oFgIQ9X6PGhIo8Y6PGgIQ9Z6nFeIS9R6`FnI;1T9R6aFnI73W9\\6gFdIY9_6cFbI]9KaFk6^9UIdFi6]9WIcF_6OaI]91cF70^50WJh93YF70^51WJf93\\F7L_52YJd90`FV6MjIP:U6QFlIn9T6RFlIn9U6QFkIo9U6PFkIP:k5nEXJ0NR:j5nEaJU:R61M2O2AeE[J[:R61O1O2O1M3N2O0O2NYOoIeFP6LPJl80XGo5V:O0XJXE[5i:dJYEQ5LoJl:OYER5KnJn:0UEZ5j9cJPG3UOZ5j9eJRG1SOZ5k9eJRGc5o8]JPGc5l8ZJYF1l0e5i8]J[FMl0e5h8aJZFKn0d5g8gJYGX5e8kJ[GU5d8lJ\\GT5c8mJ]GR5c8oJ]GQ5b8PK^Go4c8QK]Go4c8QK]Go4b8SK\\Gn4d8RK\\Gn4e8QK[Gn4h8PKXGP5j8nJUGR5P9jJPGV5S9fJnFX5W9eJhF[5Z9cJgF]5Y9dJfF[5\\9dJdFV5b9kJ\\FR5i9nJVFk4R:SKnEn4P;O01OQKXDk4h;VKXDh4i;YKXDe4h;\\KXDd4g;]KYDb4g;^KZDb4f;^K[Da4e;^K\\Da4d;`K\\D`4c;cKZD]4e;=O20O1O2N2N3M3M4M1N001N10@aK\\DN2a4c;`00hK\\DW3e;fL_DX3b;hL^DX3b;jL]DS3f;ZLTD:6Z3g;\\LSD;6W3i;RMVDm2m;QMQDP3P<PMoCQ3Q<PMnCo2T<PMlCo2V<QMhCo2Z<]LgCS4\\<lKfCQ4d<M3N3_LVCk2m<nLYCP3i<kL]CQ3Z=L3N3M3M2N5K2M4M3L5K5J:E:D8Dh0ZOklZ7'}, 'bbox': [310, 188, 204, 271], 'area': 55284, 'iscrowd': 1}
Í¼Æ¬ ID: 1250210001, Interaction ±ê×¢: {'id': 894, 'image_id': 1250210001, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': '_ik54g`05L5J3N1O0O10000O010000000O0100000O10000O101O6J5J7J4L4L1N1000000O1000O10O1000000O1000000000O100000O1000O100000000000000O10O10000000O10O10000000000000O10O1000000000000000O10000O10O100000O1UOg@3Y?Kk@3U?MPANP?2WAFj>9^A_Oc>a0l00001O001O00100O1O4Kb^T8'}, 'bbox': [356, 46, 110, 58], 'area': 6380, 'iscrowd': 1}
Í¼Æ¬ ID: 1250210001, Interaction ±ê×¢: {'id': 895, 'image_id': 1250210001, 'category_id': 40, 'segmentation': {'size': [540, 960], 'counts': '_ik54g`05L5J3N1O0O10000O0100000O1000O1000O10000O101O6J5J7J4L4L1N1000000O1000O10O1000000O1000000000O10000000O1001N10O100000000000O01000000000O010000000000000O10O1000000000000000O10000O10O100000O1UOg@3Y?Lj@2V?MPANP?2VAGk>8]A@d>`0l00001O001O00100O1O3Lc^T8'}, 'bbox': [356, 46, 110, 58], 'area': 6380, 'iscrowd': 1}
Í¼Æ¬ ID: 1269890002, Interaction ±ê×¢: {'id': 1011, 'image_id': 1269890002, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'PRW8c0[?n0VOk0[Od0O10000000000001O000000000000000000010O0000000000000000001O0000000000000000001O000000002NWni6'}, 'bbox': [498, 379, 48, 98], 'area': 4704, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890001, Interaction ±ê×¢: {'id': 1057, 'image_id': 1298890001, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'mbf72h`05L2N2N3N1O00000001N2O00001O01O00000010N1000010O0100O00001O0000010O0001O001O01O0001O01O0001N1N2O2MVYY7'}, 'bbox': [467, 324, 50, 22], 'area': 1100, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890001, Interaction ±ê×¢: {'id': 1058, 'image_id': 1298890001, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Vg`72i`02M3M201N101O01O001O010O0010O01O0010O010O0010O000010O00010O00010O01O00000001O0O1000001O0010O000010O000000010O00010O010O0000010O00001O00010O0000010O010O0001O01O01O00010O010O1O0010O010O01O001O001O00000000001O1N2NXca6'}, 'bbox': [456, 256, 106, 37], 'area': 3922, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890001, Interaction ±ê×¢: {'id': 1060, 'image_id': 1298890001, 'category_id': 13, 'segmentation': {'size': [540, 960], 'counts': '`ag74g`02N2O0O3O0O0010O010O100O00100O010O00010O0010O00001O01O01O01O001O01O00000010O0000001O0001O000001O0001O000010O00000010O000010O0001O01O010O0001O010O0001O010O010O01O010O01O0O2O1N3Ljgc6'}, 'bbox': [469, 225, 89, 36], 'area': 3204, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890001, Interaction ±ê×¢: {'id': 1061, 'image_id': 1298890001, 'category_id': 13, 'segmentation': {'size': [540, 960], 'counts': 'Qg`74g`03M101O001O010O010O010O010O0010O0010O01O00010O01O01O01O010O01O0001O01O01O01O01O01O000000000000000001O0001O000000000001O0001O01O0001O01O0010O00100O0001O010O01O01O10O0010O01O00000001O01O01O000010O001O0O2O2LPVc6'}, 'bbox': [456, 255, 103, 37], 'area': 3811, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890001, Interaction ±ê×¢: {'id': 1062, 'image_id': 1298890001, 'category_id': 13, 'segmentation': {'size': [540, 960], 'counts': 'X_d75f`02N2O001O00000010O0001O01O0001O01O01O01O01O01O000001O01O000001O0010O10O0001O01O0010O010O001O00001N102MlZZ7'}, 'bbox': [463, 322, 52, 22], 'area': 1144, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890004, Interaction ±ê×¢: {'id': 1078, 'image_id': 1298890004, 'category_id': 20, 'segmentation': {'size': [540, 960], 'counts': 'b`Q7:f?Q1YOc0_OZNfAj1n=h0O1000O010O1hMUB_1k=bNTB^1l=cNQB_1o=UNQBV2P>;0gMoAg1P>YNRBf1n=ZNRBe1o=[NQBe1o=ZNRBf1n=XNTBh1l=QNoAO4P2n=QNnAZ2R>fMoA41g1o=VNPB31g1o=VNoA42f1o=bNRB]1o=cNQB]1o=cNQB]1o=bNRB]1o=bNRB^1n=bNRB^1n=aNSB_1m=\\NmAH5m1n=[NmAH5l1o=\\NlAH5l1o=aNQB_1o=aNQB^1P>cNnA^1R>bNnA^1R>cNlA]1T>dNlA\\1T>dNlA\\1T>dNkA]1U>bNlA]1U>cNkA]1U>cNkA\\1V>dNjA\\1V>eNiA[1W>e00O0100000O100000O1000O100O10000O1000O1000O10000O100oMeAa1[>]NhAa1Y>^NhAb1X>^NhAb1X>]NhAd1W>]NiAb1X>_NeAc1[>?00000O10000O100000OQNeA^1\\>bNeA]1[>cNeA]1[>cNeA]1[>a0001M3G9F:D<G9@a0H]^Q7'}, 'bbox': [427, 265, 105, 101], 'area': 10605, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890004, Interaction ±ê×¢: {'id': 1079, 'image_id': 1298890004, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'b`Q7<f?n0YOd0TOeNPB`1m=h010O1000O100O1000O10O10000O1000000O0100000O10000O100000000O01000O1000000O10000O10O10O10000O10000000O0100000000O10000O10O10O10000O10000O1000O10O1000000O100000000O10O1000O1000000O01000O100O1M3F:F:D<]O^@Bl?;<K\\^Q7'}, 'bbox': [427, 265, 105, 102], 'area': 10710, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890004, Interaction ±ê×¢: {'id': 1095, 'image_id': 1298890004, 'category_id': 20, 'segmentation': {'size': [540, 960], 'counts': '0<``0001O1]@Dd>=[ADd><\\ADd><\\ADd><n00000001O00000000001O000000001O00001O000000001O00000000001O0000001O00001O02N2N1O101N1O1O1O001O010O010O00000001O0BEZ@<f?DZ@<f?EX@<h?EU@=k?;O000000001O000000001O03M7I6J8Gim]>'}, 'bbox': [0, 0, 84, 45], 'area': 3780, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890004, Interaction ±ê×¢: {'id': 1096, 'image_id': 1298890004, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '0<``0001O1^@Cc>>[ADd><\\ADd><]ACc>=n0000000001O000000001O000000001O00001O00000000001O000000001O0000001O00001O02N2N1O101N1O1O1O001O010O010O00000001O0BEZ@<f?DZ@<f?EX@<h?DW@=i?<O000000001O000000001O03M7I6J8Gim]>'}, 'bbox': [0, 0, 84, 45], 'area': 3780, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890005, Interaction ±ê×¢: {'id': 1114, 'image_id': 1298890005, 'category_id': 20, 'segmentation': {'size': [540, 960], 'counts': 'iUi2k0o?9EQ1PO:I6I>TB`Mb<^3O1N2O000000O010O1O10000O10001O1O2N3M=CR1nNa0_O9F5L=B`0@TS`<'}, 'bbox': [169, 49, 32, 133], 'area': 4256, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890019, Interaction ±ê×¢: {'id': 1168, 'image_id': 1298890019, 'category_id': 12, 'segmentation': {'size': [540, 960], 'counts': 'ebg46c`04M3M2N2O2N1N3N2N1O2O1N2O001N1O1O2N10O10001N1N3M2N3N1O2N1O2N1O2N1N3N1O2O2M3M3Mcb]:'}, 'bbox': [287, 220, 40, 37], 'area': 1480, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890021, Interaction ±ê×¢: {'id': 1184, 'image_id': 1298890021, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'SPP;3d`08K3N2N1O2N2N2O1N101O00001N10O101O0O100O101N101N1O2N2O1N3M4LmlY4'}, 'bbox': [667, 257, 31, 28], 'area': 868, 'iscrowd': 1}
Í¼Æ¬ ID: 1298890021, Interaction ±ê×¢: {'id': 1186, 'image_id': 1298890021, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'UjV;:``03O00000000O2OlV_4'}, 'bbox': [680, 227, 8, 13], 'area': 104, 'iscrowd': 1}
Í¼Æ¬ ID: 1334900001, Interaction ±ê×¢: {'id': 1192, 'image_id': 1334900001, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'QVa97^`0d0\\Og0_O`0@a0@f0YO>C`0_O>B=D4L0000000000000000000001O000000001O001O1O1O1O1O2N3M5K5K5K5K5K5K5K5K5K4L5K4L5K6J5K3M6J5K6J6J4L5K5K5K5K5K4L5K5K5KjSV5'}, 'bbox': [578, 374, 66, 166], 'area': 10956, 'iscrowd': 1}
Í¼Æ¬ ID: 1334900002, Interaction ±ê×¢: {'id': 1194, 'image_id': 1334900002, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'cZh7U1^?<F<G8I3M3M3M3N2O1N2N2N2N2O1O1O1O1O1O100O1O100O1O10000O100O100000000O10000000000000000000000000000001O0000001O00001O001O001O1O001O001O1O1O001O1M3N2M3L5L3M3L5K5K5K6J6J6I8H:BmQd6'}, 'bbox': [470, 435, 87, 105], 'area': 9135, 'iscrowd': 1}
